model_id,task,budget,seed,icl_accuracy,lora_accuracy,lora_minus_icl_accuracy,icl_runtime_sec,lora_runtime_sec,lora_minus_icl_runtime_sec
Qwen/Qwen3-0.6B,rte,1,13,0.73046875,0.59765625,-0.1328125,27.816048128002876,36.91129867499694,9.095250546994066
Qwen/Qwen3-0.6B,rte,1,21,0.6796875,0.6015625,-0.078125,28.59028149599908,37.71475754900166,9.124476053002581
Qwen/Qwen3-0.6B,rte,1,42,0.73046875,0.59375,-0.13671875,26.809915887999523,38.17401574600444,11.36409985800492
Qwen/Qwen3-0.6B,rte,2,13,0.7578125,0.59765625,-0.16015625,26.25165686600303,36.983994989001076,10.732338122998044
Qwen/Qwen3-0.6B,rte,2,21,0.765625,0.58984375,-0.17578125,28.704826230001345,37.14269815300577,8.437871923004423
Qwen/Qwen3-0.6B,rte,2,42,0.66015625,0.59375,-0.06640625,26.48823611700209,40.423600145997625,13.935364028995537
Qwen/Qwen3-0.6B,rte,4,13,0.765625,0.58984375,-0.17578125,27.86285229400164,37.27312497899766,9.410272684996016
Qwen/Qwen3-0.6B,rte,4,21,0.51171875,0.6015625,0.08984375,28.92066546699789,37.74611331300548,8.825447846007592
Qwen/Qwen3-0.6B,rte,4,42,0.60546875,0.59375,-0.01171875,25.210511000001134,37.49078526599624,12.280274265995104
Qwen/Qwen3-0.6B,rte,8,13,0.69140625,0.59765625,-0.09375,27.08423879900147,38.14341539100133,11.059176591999858
Qwen/Qwen3-0.6B,rte,8,21,0.77734375,0.59765625,-0.1796875,25.59470711299946,38.021077358000184,12.426370245000726
Qwen/Qwen3-0.6B,rte,8,42,0.640625,0.59765625,-0.04296875,24.99380256099903,37.99846102499578,13.004658463996748
Qwen/Qwen3-0.6B,rte,16,13,0.6796875,0.64453125,-0.03515625,26.37526868599889,38.16152714099735,11.78625845499846
Qwen/Qwen3-0.6B,rte,16,21,0.71484375,0.63671875,-0.078125,25.193823104997136,38.62736634599787,13.433543241000734
Qwen/Qwen3-0.6B,rte,16,42,0.7578125,0.6328125,-0.125,26.953320061998966,38.83399663199816,11.880676569999196
Qwen/Qwen3-0.6B,rte,32,13,0.6484375,0.7109375,0.0625,29.05997599299735,42.6434972179959,13.583521224998549
Qwen/Qwen3-0.6B,rte,32,21,0.625,0.72265625,0.09765625,26.17647871200097,40.210322738003015,14.033844026002043
Qwen/Qwen3-0.6B,rte,32,42,0.6328125,0.71875,0.0859375,25.785311703002662,40.38698578700496,14.601674084002298
Qwen/Qwen3-0.6B,trec,1,13,0.34765625,0.203125,-0.14453125,25.874938130000373,36.36411877599676,10.489180645996385
Qwen/Qwen3-0.6B,trec,1,21,0.24609375,0.17578125,-0.0703125,27.247064457002125,38.84397405800337,11.596909601001244
Qwen/Qwen3-0.6B,trec,1,42,0.26953125,0.17578125,-0.09375,28.500081802998466,36.80087304799963,8.300791245001164
Qwen/Qwen3-0.6B,trec,2,13,0.390625,0.1953125,-0.1953125,24.788689488999808,36.4896864250004,11.700996936000593
Qwen/Qwen3-0.6B,trec,2,21,0.34375,0.1796875,-0.1640625,26.71078246700199,40.5492456159991,13.838463148997107
Qwen/Qwen3-0.6B,trec,2,42,0.44921875,0.17578125,-0.2734375,28.778101007999794,36.91659648999848,8.138495481998689
Qwen/Qwen3-0.6B,trec,4,13,0.453125,0.1953125,-0.2578125,26.993071335000423,36.624989376992744,9.631918041992321
Qwen/Qwen3-0.6B,trec,4,21,0.4140625,0.1875,-0.2265625,25.493642010998883,39.53381347699906,14.040171466000174
Qwen/Qwen3-0.6B,trec,4,42,0.44921875,0.17578125,-0.2734375,27.571068417000788,37.12212767899837,9.55105926199758
