model_id,task,budget,seed,icl_accuracy,lora_accuracy,lora_minus_icl_accuracy,icl_runtime_sec,lora_runtime_sec,lora_minus_icl_runtime_sec,lora_train_runtime_sec,lora_inference_runtime_sec,lora_model_load_sec
Qwen/Qwen3-0.6B,rte,4,13,0.765625,0.58984375,-0.17578125,27.86285229400164,37.27312497899766,9.410272684996016,0.37305760999879567,36.50417352899967,0.39589383999918937
Qwen/Qwen3-0.6B,rte,4,21,0.51171875,0.6015625,0.08984375,28.92066546699789,37.74611331300548,8.825447846007592,0.3955424750020029,36.95467911200103,0.3958917260024464
Qwen/Qwen3-0.6B,rte,4,42,0.60546875,0.59375,-0.01171875,25.210511000001134,37.49078526599624,12.280274265995104,0.3831287719985994,36.71279368499745,0.39486280900018755
Qwen/Qwen3-0.6B,rte,4,55,0.7578125,0.59375,-0.1640625,30.360013589001028,41.14471764297923,10.784704053978203,0.39910365198738873,40.235715872986475,0.509898118005367
Qwen/Qwen3-0.6B,rte,8,7,0.65234375,0.60546875,-0.046875,30.754371821007226,41.70372854001471,10.949356719007483,0.7972830590151716,40.39419974500197,0.512245735997567
Qwen/Qwen3-0.6B,rte,8,13,0.69140625,0.59765625,-0.09375,27.08423879900147,38.14341539100133,11.059176591999858,0.7340921979994164,37.024091439001495,0.3852317540004151
Qwen/Qwen3-0.6B,rte,8,21,0.77734375,0.59765625,-0.1796875,25.59470711299946,38.021077358000184,12.426370245000726,0.7417052380005771,36.88723474699873,0.39213737300087814
Qwen/Qwen3-0.6B,rte,8,42,0.640625,0.59765625,-0.04296875,24.99380256099903,37.99846102499578,13.004658463996748,0.7719510799979616,36.84518186299829,0.38132808199952706
Qwen/Qwen3-0.6B,rte,8,55,0.78515625,0.6015625,-0.18359375,28.71242585001164,41.73392701297416,13.021501162962522,0.7958687719947193,40.372034334985074,0.5660239059943706
Qwen/Qwen3-0.6B,rte,16,7,0.6171875,0.640625,0.0234375,30.93595070799347,42.31055647600442,11.374605768010952,1.545168447017204,40.22469116997672,0.5406968590104952
Qwen/Qwen3-0.6B,rte,16,13,0.6796875,0.64453125,-0.03515625,26.37526868599889,38.16152714099735,11.78625845499846,1.4273977049997484,36.3578200310003,0.3763094049973006
Qwen/Qwen3-0.6B,rte,16,21,0.71484375,0.63671875,-0.078125,25.193823104997136,38.62736634599787,13.433543241000734,1.443987886999821,36.77901285899861,0.4043655999994371
Qwen/Qwen3-0.6B,rte,16,42,0.7578125,0.6328125,-0.125,26.953320061998966,38.83399663199816,11.880676569999196,1.442646101997525,37.01087791900136,0.3804726109992771
Qwen/Qwen3-0.6B,rte,16,55,0.7109375,0.63671875,-0.07421875,28.050333721999777,42.560786904010456,14.510453182010679,1.5382088750193361,40.481268998992164,0.5413090299989562
