model_id,task,method,budget,n,runtime_sec_mean,runtime_sec_sum,train_runtime_sec_mean,inference_runtime_sec_mean,model_load_sec_mean
Qwen/Qwen3-4B,rte,LoRA,8,5,51.60461841960787,258.02309209803934,0.9892150660001789,49.53656229659973,1.0788410570079576
Qwen/Qwen3-4B,sst2,ICL,0,5,35.249961945204994,176.24980972602498,,35.249961945204994,
Qwen/Qwen3-4B,sst2,ICL,1,5,31.64416187400202,158.2208093700101,,31.64416187400202,
Qwen/Qwen3-4B,sst2,ICL,16,5,31.808727613193334,159.04363806596666,,31.808727613193334,
Qwen/Qwen3-4B,sst2,ICL,2,5,31.510303474201645,157.55151737100823,,31.510303474201645,
Qwen/Qwen3-4B,sst2,ICL,32,5,32.38450190060102,161.92250950300513,,32.38450190060102,
Qwen/Qwen3-4B,sst2,ICL,4,5,31.607438837201336,158.03719418600667,,31.607438837201336,
Qwen/Qwen3-4B,sst2,ICL,8,5,31.6931419163986,158.465709581993,,31.6931419163986,
Qwen/Qwen3-4B,sst2,LoRA,1,5,47.378149113401015,236.89074556700507,0.17599508920829976,45.96821376359585,1.2339402605968643
Qwen/Qwen3-4B,sst2,LoRA,16,5,50.334700822392186,251.67350411196094,1.9180271649951464,47.3375905709996,1.0790830863974405
Qwen/Qwen3-4B,sst2,LoRA,2,5,47.36314599759935,236.81572998799675,0.2785255370035884,46.000623157400696,1.083997303195065
Qwen/Qwen3-4B,sst2,LoRA,32,5,53.96473639120086,269.8236819560043,3.806636584995431,49.04500877220416,1.1130910340012634
Qwen/Qwen3-4B,sst2,LoRA,4,5,47.916610271194074,239.58305135597038,0.535148182802368,46.270123153799794,1.1113389345919131
Qwen/Qwen3-4B,sst2,LoRA,8,5,48.53886066539708,242.6943033269854,0.9882514257973526,46.46014365580341,1.090465583796322
Qwen/Qwen3-4B,trec,ICL,0,5,44.33814289020229,221.69071445101144,,44.33814289020229,
Qwen/Qwen3-4B,trec,ICL,1,5,38.3141482165971,191.57074108298548,,38.3141482165971,
Qwen/Qwen3-4B,trec,ICL,16,5,36.38827775980026,181.9413887990013,,36.38827775980026,
Qwen/Qwen3-4B,trec,ICL,2,5,36.90267400199809,184.51337000999047,,36.90267400199809,
Qwen/Qwen3-4B,trec,ICL,32,5,36.78145962280105,183.90729811400524,,36.78145962280105,
Qwen/Qwen3-4B,trec,ICL,4,5,36.60399896039744,183.0199948019872,,36.60399896039744,
Qwen/Qwen3-4B,trec,ICL,8,5,36.598704095605356,182.99352047802677,,36.598704095605356,
Qwen/Qwen3-4B,trec,LoRA,1,5,57.803059289610246,289.01529644805123,0.15504080640384926,56.523834418400654,1.1241840648057404
Qwen/Qwen3-4B,trec,LoRA,16,5,59.76074548459583,298.80372742297914,1.9685636790003627,56.66855962160334,1.1236221839921199
Qwen/Qwen3-4B,trec,LoRA,2,5,57.57637476700766,287.8818738350383,0.2669495026013465,56.21564219420397,1.0937830702023348
Qwen/Qwen3-4B,trec,LoRA,32,5,61.23002518619178,306.1501259309589,3.8052703999957886,56.363348565393245,1.0614062208027462
Qwen/Qwen3-4B,trec,LoRA,4,5,58.237298716997614,291.18649358498806,0.535692240195931,56.57064049960318,1.1309659771985026
Qwen/Qwen3-4B,trec,LoRA,8,5,59.00769997238967,295.03849986194837,0.9726997407968156,56.94256248479796,1.0924377467948942
